Date/Time,PERIMETER_TOP_ZN_3:Zone Outdoor Air Drybulb Temperature [C](Each Call),PERIMETER_TOP_ZN_3:Zone Mean Air Temperature [C](Each Call),CUSTOM_ZONE_CLGT_SETPOINT:Schedule Value [](Each Call),PERIMETER_TOP_ZN_3 VAV BOX OUTLET NODE:System Node Temperature [C](Each Call),PERIMETER_TOP_ZN_3 VAV BOX OUTLET NODE:System Node Mass Flow Rate [kg/s](Each Call) 
 07/21  18:45:00,30.78757349,16.00151221,16,12.76594998,4.389950732
 07/21  19:00:00,30.53632349,16.00145362,16,12.75119217,4.237495644
 07/21  19:15:00,30.35207349,16.00131964,16,12.77861738,4.184282934
 07/21  19:30:00,30.16782349,16.00127281,16,12.78493578,4.144757542
 07/21  19:45:00,29.98357349,16.0012461,16,12.78588817,4.104651742
 07/21  20:00:00,29.79932349,16.0012183,16,12.78696246,4.066529274
 07/21  20:15:00,29.64857349,16.00119604,16,12.78846011,4.032343817
 07/21  20:30:00,29.49782349,16.00118726,16,12.78971975,4.001070056
 07/21  20:45:00,29.34707349,16.00118938,16,12.79022845,3.970194783
 07/21  21:00:00,29.19632349,16.00118739,16,12.79182397,3.942679517
 07/21  21:15:00,29.04557349,16.00118454,16,12.79344012,3.917033021
 07/21  21:30:00,28.89482349,16.00118236,16,12.79274933,3.886731624
 07/21  21:45:00,28.74407349,16.00114671,16,12.79450641,3.86445133
 07/21  22:00:00,28.59332349,16.00112766,16,12.7944432,3.841119536
 07/21  22:01:21,,,,20.64453577,0
 07/21  22:02:43,,,,13.95548711,6.395943573
 07/21  22:04:05,,,,12.46457703,4.694266395
 07/21  22:05:26,,,,12.53228422,2.493327981
 07/21  22:06:49,,,,12.967489,4.04378511
 07/21  22:08:10,,,,12.75637028,3.712629955
 07/21  22:09:33,,,,12.79886445,3.696468305
 07/21  22:10:54,,,,12.80039416,3.692172407
 07/21  22:12:16,,,,12.80090107,3.691836159
 07/21  22:13:38,,,,12.8009113,3.691566315
 07/21  22:15:00,28.47607349,16.13451156,30,12.80093675,3.69148441
 07/21  22:18:00,,,,12.79897653,1.918783072
 07/21  22:21:00,,,,12.79996212,1.918783072
 07/21  22:24:00,,,,12.79994587,1.918783072
 07/21  22:27:00,,,,12.79993284,1.918783072
 07/21  22:30:00,28.35882349,17.11189978,30,12.79992438,1.918783072
 07/21  22:31:30,,,,21.35468764,0
 07/21  22:33:00,,,,21.44777434,0
 07/21  22:34:30,,,,21.65406958,0
 07/21  22:36:00,,,,21.85506177,0
 07/21  22:37:30,,,,22.03104341,0
 07/21  22:39:00,,,,22.18034207,0
 07/21  22:40:30,,,,22.30722685,0
 07/21  22:42:00,,,,22.41612511,0
 07/21  22:43:30,,,,22.51023635,0
 07/21  22:45:00,28.24157349,20.04210202,30,22.59177775,0
 07/21  22:46:52,,,,22.16560909,0
 07/21  22:48:45,,,,22.20623629,0
 07/21  22:50:37,,,,22.36389397,0
 07/21  22:52:30,,,,22.51443306,0
 07/21  22:54:22,,,,22.64892102,0
 07/21  22:56:15,,,,22.76687547,0
 07/21  22:58:07,,,,22.87053077,0
 07/21  23:00:00,28.12432349,21.42214918,30,22.96216829,0
 07/21  23:02:30,,,,22.67206943,0
 07/21  23:05:00,,,,22.75133471,0
 07/21  23:07:30,,,,22.94648339,0
 07/21  23:10:00,,,,23.12948744,0
 07/21  23:12:30,,,,23.28402817,0
 07/21  23:15:00,28.00707349,22.41228414,30,23.41037739,0
 07/21  23:16:30,,,,23.17259961,0
 07/21  23:18:00,,,,23.20859373,0
 07/21  23:19:30,,,,23.31217125,0
 07/21  23:21:00,,,,23.41503287,0
 07/21  23:22:30,,,,23.50936413,0
 07/21  23:24:00,,,,23.59400899,0
 07/21  23:25:30,,,,23.67009397,0
 07/21  23:27:00,,,,23.73892065,0
 07/21  23:28:30,,,,23.80143834,0
 07/21  23:30:00,27.88982349,23.09335325,30,23.85830656,0
 07/21  23:32:08,,,,23.60179687,0
 07/21  23:34:17,,,,23.64824246,0
 07/21  23:36:25,,,,23.77587087,0
 07/21  23:38:34,,,,23.89841126,0
 07/21  23:40:42,,,,24.00594659,0
 07/21  23:42:51,,,,24.09788175,0
 07/21  23:45:00,27.77257349,23.5800594,30,24.17663729,0
 07/21  23:48:00,,,,23.97823757,0
 07/21  23:51:00,,,,24.03813053,0
 07/21  23:54:00,,,,24.19337719,0
 07/21  23:57:00,,,,24.33415332,0
 07/21  24:00:00,27.65532349,23.94991126,30,24.44875294,0
 06/20  00:15:00,25.92432349,23.39252138,30,23.65915425,0
 06/20  00:30:00,25.79932349,23.48002852,30,23.7908135,0
 06/20  00:45:00,25.67432349,23.53078906,30,23.89327937,0
 06/20  01:00:00,25.54932349,23.57292462,30,23.96680482,0
 06/20  01:15:00,25.54932349,23.61950348,30,24.01807411,0
 06/20  01:30:00,25.54932349,23.67123743,30,24.05255239,0
 06/20  01:45:00,25.54932349,23.7251583,30,24.07875091,0
 06/20  02:00:00,25.54932349,23.78026801,30,24.10562598,0
 06/20  02:15:00,25.54932349,23.82929949,30,24.13922454,0
 06/20  02:30:00,25.54932349,23.87064468,30,24.18211265,0
 06/20  02:45:00,25.54932349,23.90697117,30,24.22966767,0
 06/20  03:00:00,25.54932349,23.94060663,30,24.2751903,0
 06/20  03:15:00,25.39932349,23.96750762,30,24.31352621,0
 06/20  03:30:00,25.24932349,23.9858867,30,24.34066953,0
 06/20  03:45:00,25.09932349,24.00167541,30,24.35580688,0
 06/20  04:00:00,24.94932349,24.01278684,30,24.36011867,0
 06/20  04:15:00,24.79932349,24.02099443,30,24.35497726,0
 06/20  04:30:00,24.64932349,24.02727908,30,24.34175671,0
 06/20  04:45:00,24.49932349,24.03156341,30,24.32247269,0
 06/20  05:00:00,24.34932349,24.0336353,30,24.29940644,0
 06/20  05:15:00,24.49932349,24.08548888,30,24.27429996,0
 06/20  05:30:00,24.64932349,24.15462043,30,24.25218653,0
 06/20  05:45:00,24.79932349,24.26160564,30,24.23803846,0
 06/20  06:00:00,24.94932349,24.39738381,30,24.23879169,0
 06/20  06:15:00,25.09932349,24.52163155,19.47871598,24.26131022,0
 06/20  06:16:00,,,,15.32195667,6.395943573
 06/20  06:17:00,,,,12.31373638,3.644275049
 06/20  06:18:00,,,,12.65481348,1.918783072
 06/20  06:19:00,,,,12.80005396,1.918783072
 06/20  06:20:00,,,,12.80013415,1.918783072
 06/20  06:21:00,,,,12.80013851,1.918783072
 06/20  06:22:00,,,,12.80013972,1.918783072
 06/20  06:23:00,,,,12.80013914,1.918783072
 06/20  06:24:00,,,,12.80013733,1.918783072
 06/20  06:25:00,,,,12.80013455,1.918783072
 06/20  06:26:00,,,,12.80013097,1.918783072
 06/20  06:27:00,,,,12.80012674,1.918783072
 06/20  06:28:00,,,,12.80012202,1.918783072
 06/20  06:29:00,,,,12.80011697,1.918783072
 06/20  06:30:00,25.24932349,17.90673806,19.36588318,12.80011172,1.918783072
 06/20  06:35:00,,,,12.80007187,1.918783072
 06/20  06:40:00,,,,12.8001229,1.918783072
 06/20  06:45:00,25.39932349,18.50557012,16.52002873,12.80011554,1.918783072
 06/20  06:46:21,,,,22.85366231,0
 06/20  06:47:43,,,,22.93804377,0
 06/20  06:49:05,,,,23.0337033,0
 06/20  06:50:27,,,,23.13532673,0
 06/20  06:51:49,,,,23.22523755,0
 06/20  06:53:10,,,,23.30063552,0
 06/20  06:54:32,,,,23.3639105,0
 06/20  06:55:54,,,,23.41783197,0
 06/20  06:57:16,,,,23.46431631,0
 06/20  06:58:38,,,,23.50457265,0
 06/20  07:00:00,25.54932349,21.31138239,19.95577512,23.53944837,0
 06/20  07:01:40,,,,12.81048157,2.100783815
 06/20  07:03:19,,,,12.79310507,1.918783072
 06/20  07:05:00,,,,12.80075315,1.918783072
 06/20  07:06:40,,,,12.8007027,1.918783072
 06/20  07:08:19,,,,12.80066869,1.918783072
 06/20  07:10:00,,,,12.80064807,1.918783072
 06/20  07:11:40,,,,12.8006326,1.918783072
 06/20  07:13:19,,,,12.80061688,1.918783072
 06/20  07:15:00,25.82432349,17.41361567,17.38443397,12.80059883,1.918783072
 06/20  07:20:00,,,,12.89154035,3.353631565
 06/20  07:25:00,,,,12.69600456,2.053766116
 06/20  07:30:00,26.09932349,17.39211681,17.39452318,12.85824184,2.895069185
 06/20  07:31:21,,,,21.95328534,0
 06/20  07:32:43,,,,22.10095461,0
 06/20  07:34:05,,,,22.27219283,0
 06/20  07:35:27,,,,22.45065981,0
 06/20  07:36:49,,,,22.60555374,0
 06/20  07:38:10,,,,22.73273134,0
 06/20  07:39:32,,,,22.83718451,0
 06/20  07:40:54,,,,22.92438496,0
 06/20  07:42:16,,,,22.99811256,0
 06/20  07:43:38,,,,23.06076959,0
 06/20  07:45:00,26.37432349,20.72255782,16.62064914,23.11403938,0
 06/20  07:47:08,,,,13.33364111,5.937491818
 06/20  07:49:17,,,,12.26708513,1.918783072
 06/20  07:51:25,,,,12.79996931,1.918783072
 06/20  07:53:34,,,,12.80017878,1.918783072
 06/20  07:55:42,,,,12.80018667,1.918783072
 06/20  07:57:51,,,,12.80019801,1.918783072
 06/20  08:00:00,26.64932349,16.56671839,18.35871837,12.80020042,1.918783072
 06/20  08:07:30,,,,12.80016133,1.918783072
 06/20  08:15:00,26.77432349,17.82472019,16.00788513,12.80017079,1.918783072
 06/20  08:16:15,,,,21.98641301,0
 06/20  08:17:30,,,,22.10386449,0
 06/20  08:18:45,,,,22.28383963,0
 06/20  08:20:00,,,,22.46701817,0
 06/20  08:21:15,,,,22.62867777,0
 06/20  08:22:30,,,,22.76547504,0
 06/20  08:23:45,,,,22.88138461,0
 06/20  08:25:00,,,,22.9808135,0
 06/20  08:26:15,,,,23.06687491,0
 06/20  08:27:30,,,,23.14162283,0
 06/20  08:28:45,,,,23.20655748,0
 06/20  08:30:00,26.89932349,21.0060864,21.43577836,23.26292367,0
 06/20  08:31:52,,,,12.80025472,1.918783072
 06/20  08:33:45,,,,12.80004642,1.918783072
 06/20  08:35:37,,,,12.80086712,1.918783072
 06/20  08:37:30,,,,12.80079795,1.918783072
 06/20  08:39:22,,,,12.80084598,1.918783072
 06/20  08:41:15,,,,12.80095744,1.918783072
 06/20  08:43:07,,,,12.80004505,1.918783072
 06/20  08:45:00,27.02432349,17.7798808,21.41629895,12.80004877,1.918783072
 06/20  08:46:52,,,,12.8008859,1.918783072
 06/20  08:48:45,,,,12.80096949,1.918783072
 06/20  08:50:37,,,,12.80073461,1.918783072
 06/20  08:52:30,,,,12.80050437,1.918783072
 06/20  08:54:22,,,,12.80029725,1.918783072
 06/20  08:56:15,,,,12.80012224,1.918783072
 06/20  08:58:07,,,,12.79919978,1.918783072
 06/20  09:00:00,27.14932349,18.01736599,18.09729665,12.79986269,1.918783072
 06/20  09:01:21,,,,22.32192294,0
 06/20  09:02:43,,,,22.47409211,0
 06/20  09:04:05,,,,22.6877088,0
 06/20  09:05:26,,,,22.90570851,0
 06/20  09:06:49,,,,23.09620858,0
 06/20  09:08:10,,,,23.25511032,0
 06/20  09:09:33,,,,23.38778462,0
 06/20  09:10:54,,,,23.50009183,0
 06/20  09:12:16,,,,23.59614173,0
 06/20  09:13:38,,,,23.67861888,0
 06/20  09:15:00,26.74932349,21.18808009,22.06991294,23.74945867,0
 06/20  09:16:30,,,,23.28556101,0
 06/20  09:18:00,,,,23.31243199,0
 06/20  09:19:30,,,,23.44560445,0
 06/20  09:21:00,,,,23.57336654,0
 06/20  09:22:30,,,,23.68964184,0
 06/20  09:24:00,,,,23.79398957,0
 06/20  09:25:30,,,,13.32074212,1.918783072
 06/20  09:27:00,,,,12.79924327,1.918783072
 06/20  09:28:30,,,,12.7999648,1.918783072
 06/20  09:30:00,26.34932349,21.19477329,16.59694499,12.79903376,1.918783072
 06/20  09:31:08,,,,13.26045566,6.395943573
 06/20  09:32:18,,,,13.1653126,6.395943573
 06/20  09:33:27,,,,12.21924999,2.762995927
 06/20  09:34:37,,,,12.90207237,3.711614956
 06/20  09:35:46,,,,12.92050553,4.543180509
 06/20  09:36:55,,,,12.7026496,3.876944374
 06/20  09:38:04,,,,12.81064472,3.94585243
 06/20  09:39:13,,,,12.79880091,3.927645001
 06/20  09:40:22,,,,12.80165629,3.930213212
 06/20  09:41:32,,,,12.80122682,3.929604575
 06/20  09:42:41,,,,12.80133963,3.929795063
 06/20  09:43:50,,,,12.80124805,3.929770671
 06/20  09:45:00,25.94932349,16.89544504,16.16044037,12.80113934,3.929728756
 06/20  09:46:40,,,,22.11799099,0
 06/20  09:48:19,,,,22.46497842,0
 06/20  09:50:00,,,,22.80786055,0
 06/20  09:51:40,,,,23.15125967,0
 06/20  09:53:19,,,,23.42569597,0
 06/20  09:55:00,,,,23.62829384,0
 06/20  09:56:40,,,,23.77720561,0
 06/20  09:58:19,,,,23.88952596,0
 06/20  10:00:00,25.54932349,20.7882593,19.75884262,23.97633931,0
 06/20  10:02:30,,,,12.79942179,1.918783072
 06/20  10:05:00,,,,12.79934758,1.918783072
 06/20  10:07:30,,,,12.79934915,1.918783072
 06/20  10:10:00,,,,12.79953456,1.918783072
 06/20  10:12:30,,,,12.79981455,1.918783072
 06/20  10:15:00,26.37432349,17.58513705,23.82785057,12.80009052,1.918783072
 06/20  10:20:00,,,,12.79912898,1.918783072
 06/20  10:25:00,,,,12.79902577,1.918783072
 06/20  10:30:00,27.19932349,18.3082411,19.82103011,12.79996515,1.918783072
 06/20  10:31:21,,,,23.05114478,0
 06/20  10:32:43,,,,23.19146873,0
 06/20  10:34:05,,,,23.40929183,0
 06/20  10:35:27,,,,23.62786594,0
 06/20  10:36:49,,,,23.81781005,0
 06/20  10:38:10,,,,23.97585187,0
 06/20  10:39:32,,,,24.10750008,0
 06/20  10:40:54,,,,24.21860816,0
 06/20  10:42:16,,,,24.31330264,0
 06/20  10:43:38,,,,24.39431654,0
 06/20  10:45:00,28.02432349,21.45505407,21.68079816,24.46364099,0
 06/20  10:46:52,,,,12.79992773,1.918783072
 06/20  10:48:45,,,,12.79973656,1.918783072
 06/20  10:50:37,,,,12.79974522,1.918783072
 06/20  10:52:30,,,,12.79976889,1.918783072
 06/20  10:54:22,,,,12.79980128,1.918783072
 06/20  10:56:15,,,,12.79983464,1.918783072
 06/20  10:58:07,,,,12.79986386,1.918783072
 06/20  11:00:00,28.84932349,17.95129907,18.71873089,12.79988725,1.918783072
 06/20  11:03:45,,,,12.79982645,1.918783072
 06/20  11:07:30,,,,12.7998107,1.918783072
 06/20  11:11:15,,,,12.79981191,1.918783072
 06/20  11:15:00,28.84932349,18.49049217,16.09660261,12.79981,1.918783072
 06/20  11:16:21,,,,23.46428229,0
 06/20  11:17:43,,,,23.61853742,0
 06/20  11:19:05,,,,23.85513224,0
 06/20  11:20:27,,,,24.09248871,0
 06/20  11:21:49,,,,24.29834167,0
 06/20  11:23:10,,,,24.46915733,0
 06/20  11:24:32,,,,24.61105206,0
 06/20  11:25:54,,,,24.73050302,0
 06/20  11:27:16,,,,24.8320705,0
 06/20  11:28:38,,,,24.91877006,0
 06/20  11:30:00,28.84932349,21.67235826,16.03294159,24.99279395,0
 06/20  11:31:40,,,,13.71921511,6.395943573
 06/20  11:33:19,,,,12.42164527,4.430790609
 06/20  11:35:00,,,,12.54364085,1.918783072
 06/20  11:36:40,,,,12.79969669,1.918783072
 06/20  11:38:19,,,,12.96472458,3.797779715
 06/20  11:40:00,,,,12.67855796,2.652247337
 06/20  11:41:40,,,,12.81286322,2.804653466
 06/20  11:43:19,,,,12.79933815,2.794012425
 06/20  11:45:00,28.84932349,16.45112114,16.01719626,12.80048813,2.796614834
 06/20  11:48:00,,,,13.2101402,6.395943573
 06/20  11:51:00,,,,12.40208791,4.303136543
 06/20  11:54:00,,,,13.18128407,6.321039317
 06/20  11:57:00,,,,12.56879143,5.187848663
 06/20  12:00:00,28.84932349,16.14530342,17.57589868,12.90073619,5.705250181
 06/20  12:01:00,,,,21.69948724,0
 06/20  12:02:00,,,,21.98142395,0
 06/20  12:03:00,,,,22.33596128,0
 06/20  12:04:00,,,,22.70319823,0
 06/20  12:05:00,,,,23.02413169,0
 06/20  12:06:00,,,,23.29064038,0
 06/20  12:07:00,,,,23.51207701,0
 06/20  12:08:00,,,,23.69879862,0
 06/20  12:09:00,,,,23.85802189,0
 06/20  12:10:00,,,,23.99439443,0
 06/20  12:11:00,,,,24.11122324,0
 06/20  12:12:00,,,,24.211203,0
 06/20  12:13:00,,,,24.29668422,0
 06/20  12:14:00,,,,24.36973475,0
 06/20  12:15:00,28.84932349,20.58219559,18.80371244,24.43215259,0
 06/20  12:18:45,,,,12.79991598,1.918783072
 06/20  12:22:30,,,,12.79975125,1.918783072
 06/20  12:26:15,,,,12.7997394,1.918783072
 06/20  12:30:00,28.84932349,17.91715559,23.60388238,12.79976988,1.918783072
 06/20  12:35:00,,,,12.79977661,1.918783072
 06/20  12:40:00,,,,12.79975494,1.918783072
 06/20  12:45:00,28.84932349,18.53802983,18.43961677,12.79973656,1.918783072
 06/20  12:46:15,,,,23.58921948,0
 06/20  12:47:30,,,,23.73938836,0
 06/20  12:48:45,,,,23.98259568,0
 06/20  12:50:00,,,,24.22672973,0
 06/20  12:51:15,,,,24.44024243,0
 06/20  12:52:30,,,,24.61943564,0
 06/20  12:53:45,,,,24.77001716,0
 06/20  12:55:00,,,,24.89812143,0
 06/20  12:56:15,,,,25.00809331,0
 06/20  12:57:30,,,,25.10282738,0
 06/20  12:58:45,,,,25.18444878,0
 06/20  13:00:00,28.84932349,21.79091709,22.28608208,25.25471412,0
 06/20  13:01:40,,,,12.7997206,1.918783072
 06/20  13:03:19,,,,12.79953852,1.918783072
 06/20  13:05:00,,,,12.79955361,1.918783072
 06/20  13:06:40,,,,12.79958727,1.918783072
 06/20  13:08:19,,,,12.79963089,1.918783072
 06/20  13:10:00,,,,12.79967575,1.918783072
 06/20  13:11:40,,,,12.79971593,1.918783072
 06/20  13:13:19,,,,12.79974913,1.918783072
 06/20  13:15:00,28.84932349,18.23497905,20.59531848,12.79977546,1.918783072
 06/20  13:16:52,,,,12.79968289,1.918783072
 06/20  13:18:45,,,,12.79967619,1.918783072
 06/20  13:20:37,,,,12.79968129,1.918783072
 06/20  13:22:30,,,,12.799683,1.918783072
 06/20  13:24:22,,,,12.79968221,1.918783072
 06/20  13:26:15,,,,12.79968032,1.918783072
 06/20  13:28:07,,,,12.79967812,1.918783072
 06/20  13:30:00,28.84932349,18.63331319,16.05019397,12.79967597,1.918783072
 06/20  13:31:21,,,,23.97861757,0
 06/20  13:32:43,,,,24.13299491,0
 06/20  13:34:05,,,,24.3620883,0
 06/20  13:35:27,,,,24.59223228,0
 06/20  13:36:49,,,,24.79119533,0
 06/20  13:38:10,,,,24.9554992,0
 06/20  13:39:32,,,,25.09131212,0
 06/20  13:40:54,,,,25.20514046,0
 06/20  13:42:16,,,,25.30154982,0
 06/20  13:43:38,,,,25.38354457,0
 06/20  13:45:00,28.84932349,21.82756944,21.81384865,25.45329673,0
 06/20  13:46:52,,,,12.79965711,1.918783072
 06/20  13:48:45,,,,12.79948682,1.918783072
 06/20  13:50:37,,,,12.79951463,1.918783072
 06/20  13:52:30,,,,12.79956279,1.918783072
 06/20  13:54:22,,,,12.79961899,1.918783072
 06/20  13:56:15,,,,12.7996726,1.918783072
 06/20  13:58:07,,,,12.79971762,1.918783072
 06/20  14:00:00,28.84932349,18.27248341,23.27624967,12.7997527,1.918783072
 06/20  14:03:00,,,,12.79964831,1.918783072
 06/20  14:06:00,,,,12.79965028,1.918783072
 06/20  14:09:00,,,,12.79966798,1.918783072
 06/20  14:12:00,,,,12.7996748,1.918783072
 06/20  14:15:00,28.84932349,18.61071136,20.02638212,12.79967528,1.918783072
 06/20  14:16:21,,,,24.00270127,0
 06/20  14:17:43,,,,24.14873111,0
 06/20  14:19:05,,,,24.35597494,0
 06/20  14:20:27,,,,24.56549665,0
 06/20  14:21:49,,,,24.74680987,0
 06/20  14:23:10,,,,24.89644948,0
 06/20  14:24:32,,,,25.02005642,0
 06/20  14:25:54,,,,25.12362567,0
 06/20  14:27:16,,,,25.21135235,0
 06/20  14:28:38,,,,25.2859801,0
 06/20  14:30:00,28.84932349,21.70075487,22.75754635,25.34948202,0
 06/20  14:31:40,,,,24.9188565,0
 06/20  14:33:19,,,,24.93774833,0
 06/20  14:35:00,,,,25.06332918,0
 06/20  14:36:40,,,,25.18188135,0
 06/20  14:38:19,,,,25.28900543,0
 06/20  14:40:00,,,,25.38471213,0
 06/20  14:41:40,,,,13.32314808,1.918783072
 06/20  14:43:19,,,,12.79849898,1.918783072
 06/20  14:45:00,28.84932349,22.03934427,22.37422665,12.79935739,1.918783072
 06/20  14:46:15,,,,12.79938308,1.918783072
 06/20  14:47:30,,,,12.79939646,1.918783072
 06/20  14:48:45,,,,12.79941992,1.918783072
 06/20  14:50:00,,,,12.79945414,1.918783072
 06/20  14:51:15,,,,12.79949345,1.918783072
 06/20  14:52:30,,,,12.79953263,1.918783072
 06/20  14:53:45,,,,12.79956792,1.918783072
 06/20  14:55:00,,,,12.7995977,1.918783072
 06/20  14:56:15,,,,12.79962194,1.918783072
 06/20  14:57:30,,,,12.79964135,1.918783072
 06/20  14:58:45,,,,12.79965681,1.918783072
 06/20  15:00:00,28.84932349,19.2434205,19.4531769,12.79966909,1.918783072
 06/20  15:02:08,,,,24.49654385,0
 06/20  15:04:17,,,,24.71838511,0
 06/20  15:06:25,,,,24.94002099,0
 06/20  15:08:34,,,,25.15720206,0
 06/20  15:10:42,,,,25.32641954,0
 06/20  15:12:51,,,,25.44762154,0
 06/20  15:15:00,28.69932349,22.09186446,23.68856711,25.53394094,0
 06/20  15:16:30,,,,25.24583005,0
 06/20  15:18:00,,,,25.25612497,0
 06/20  15:19:30,,,,25.34361707,0
 06/20  15:21:00,,,,25.42662838,0
 06/20  15:22:30,,,,25.50266215,0
 06/20  15:24:00,,,,25.57169683,0
 06/20  15:25:30,,,,25.63447681,0
 06/20  15:27:00,,,,25.69174778,0
 06/20  15:28:30,,,,25.74408904,0
 06/20  15:30:00,28.54932349,23.29425261,18.76965887,25.79195192,0
 06/20  15:31:08,,,,14.05127247,6.395943573
 06/20  15:32:18,,,,12.17539469,2.29646037
 06/20  15:33:27,,,,12.78091542,1.918783072
 06/20  15:34:37,,,,12.7995153,1.918783072
 06/20  15:35:46,,,,12.79957677,1.918783072
 06/20  15:36:55,,,,12.79962754,1.918783072
 06/20  15:38:04,,,,12.79967108,1.918783072
 06/20  15:39:13,,,,12.79970681,1.918783072
 06/20  15:40:22,,,,12.7997358,1.918783072
 06/20  15:41:32,,,,12.799757,1.918783072
 06/20  15:42:41,,,,12.7997857,1.918783072
 06/20  15:43:50,,,,12.79979519,1.918783072
 06/20  15:45:00,28.39932349,17.73012788,21.56800062,12.79980865,1.918783072
 06/20  15:47:30,,,,12.79969766,1.918783072
 06/20  15:50:00,,,,12.79970207,1.918783072
 06/20  15:52:30,,,,12.7997222,1.918783072
 06/20  15:55:00,,,,12.79972836,1.918783072
 06/20  15:57:30,,,,12.79972686,1.918783072
 06/20  16:00:00,28.24932349,18.54798496,21.62669875,12.79972211,1.918783072
 06/20  16:01:15,,,,24.01258001,0
 06/20  16:02:30,,,,24.13834308,0
 06/20  16:03:45,,,,24.31481755,0
 06/20  16:05:00,,,,24.49582876,0
 06/20  16:06:15,,,,24.65497755,0
 06/20  16:07:30,,,,24.78865091,0
 06/20  16:08:45,,,,24.90104955,0
 06/20  16:10:00,,,,24.99683296,0
 06/20  16:11:15,,,,25.07927166,0
 06/20  16:12:30,,,,25.1504992,0
 06/20  16:13:45,,,,25.21205544,0
 06/20  16:15:00,28.24932349,21.64109324,17.30049092,25.26520806,0
 06/20  16:16:40,,,,13.54703816,6.395943573
 06/20  16:18:19,,,,12.16569348,1.918783072
 06/20  16:20:00,,,,12.79941512,1.918783072
 06/20  16:21:40,,,,12.79968852,1.918783072
 06/20  16:23:19,,,,12.79973555,1.918783072
 06/20  16:25:00,,,,12.79977436,1.918783072
 06/20  16:26:40,,,,12.79980366,1.918783072
 06/20  16:28:19,,,,12.79982483,1.918783072
 06/20  16:30:00,28.24932349,17.0183555,17.08560157,12.79984013,1.918783072
 06/20  16:35:00,,,,13.01814217,4.308184064
 06/20  16:40:00,,,,12.59394154,2.477918215
 06/20  16:45:00,28.24932349,17.07444729,20.73980623,12.91526177,3.643366033
 06/20  16:46:09,,,,22.69573212,0
 06/20  16:47:18,,,,22.89406719,0
 06/20  16:48:27,,,,23.13771042,0
 06/20  16:49:37,,,,23.39045897,0
 06/20  16:50:46,,,,23.61085332,0
 06/20  16:51:55,,,,23.7932435,0
 06/20  16:53:04,,,,23.94426484,0
 06/20  16:54:13,,,,24.07123509,0
 06/20  16:55:22,,,,24.1792385,0
 06/20  16:56:32,,,,24.27153548,0
 06/20  16:57:41,,,,24.35043447,0
 06/20  16:58:50,,,,24.41780909,0
 06/20  17:00:00,28.24932349,20.7147079,19.09381632,24.47528919,0
 06/20  17:02:08,,,,12.81321773,2.198488815
 06/20  17:04:17,,,,12.786938,1.918783072
 06/20  17:06:25,,,,12.79968716,1.918783072
 06/20  17:08:34,,,,12.79972643,1.918783072
 06/20  17:10:42,,,,12.79976728,1.918783072
 06/20  17:12:51,,,,12.79980538,1.918783072
 06/20  17:15:00,28.24932349,17.37778688,16.20956608,12.79983636,1.918783072
 06/20  17:18:00,,,,13.26650861,6.22193242
 06/20  17:21:00,,,,12.27059008,2.916406791
 06/20  17:24:00,,,,13.06241495,4.865132413
 06/20  17:27:00,,,,12.71158595,4.319632874
 06/20  17:30:00,28.24932349,16.33421645,19.85273875,12.81038133,4.385243834
 06/20  17:31:15,,,,21.79885856,0
 06/20  17:32:30,,,,22.05974273,0
 06/20  17:33:45,,,,22.34433167,0
 06/20  17:35:00,,,,22.63944188,0
 06/20  17:36:15,,,,22.89100565,0
 06/20  17:37:30,,,,23.09268346,0
 06/20  17:38:45,,,,23.25427401,0
 06/20  17:40:00,,,,23.38613932,0
 06/20  17:41:15,,,,23.49536172,0
 06/20  17:42:30,,,,23.58639136,0
 06/20  17:43:45,,,,23.66229412,0
 06/20  17:45:00,28.24932349,20.09065828,16.90615845,23.72549163,0
 06/20  17:47:30,,,,13.01359673,4.151262499
 06/20  17:50:00,,,,12.58614264,1.918783072
 06/20  17:52:30,,,,12.79977757,1.918783072
 06/20  17:55:00,,,,12.79988114,1.918783072
 06/20  17:57:30,,,,12.79990617,1.918783072
 06/20  18:00:00,28.24932349,16.49061529,22.99738383,12.79992627,1.918783072
 06/20  18:07:30,,,,12.79991149,1.918783072
 06/20  18:15:00,28.24932349,17.50148632,22.79204998,12.79989938,1.918783072
 06/20  18:16:21,,,,22.29119338,0
 06/20  18:17:43,,,,22.42073169,0
 06/20  18:19:05,,,,22.61540909,0
 06/20  18:20:27,,,,22.81127585,0
 06/20  18:21:49,,,,22.98123911,0
 06/20  18:23:10,,,,23.12225815,0
 06/20  18:24:32,,,,23.23938741,0
 06/20  18:25:54,,,,23.33799801,0
 06/20  18:27:16,,,,23.42186599,0
 06/20  18:28:38,,,,23.49348064,0
 06/20  18:30:00,28.24932349,20.38098806,22.16523319,23.55464689,0
 06/20  18:32:08,,,,23.14592124,0
 06/20  18:34:17,,,,23.16106894,0
 06/20  18:36:25,,,,23.29818335,0
 06/20  18:38:34,,,,23.42354297,0
 06/20  18:40:42,,,,23.53361499,0
 06/20  18:42:51,,,,23.62928325,0
 06/20  18:45:00,28.24932349,21.42572875,22.20601578,23.71262608,0
 06/20  18:48:45,,,,23.50626636,0
 06/20  18:52:30,,,,23.58968538,0
 06/20  18:56:15,,,,23.78696254,0
 06/20  19:00:00,28.24932349,22.27937366,20.95183837,23.95870094,0
